,ema_fast,ema_slow,rsi_long,rsi_short,total_return,cagr,sharpe,sortino,max_dd,profit_factor,trades
1,25,100,60,35,5410.73,95.11,1.4374,1.8062,-53.99,1.0508,84
2,8,200,65,40,4657.62,90.39,1.3955,1.7658,-56.71,1.0493,103
3,5,75,50,50,4441.19,88.92,1.3898,1.7358,-54.72,1.0498,20
4,5,200,70,40,4326.48,88.11,1.3746,1.741,-62.18,1.0485,153
5,25,100,60,30,4275.79,87.75,1.3715,1.7222,-54.1,1.0484,90
6,5,200,65,40,4032.61,85.97,1.3562,1.7144,-60.02,1.048,135
7,20,30,65,45,3903.45,84.99,1.3437,1.6946,-57.14,1.0473,77
8,5,200,60,40,3716.23,83.52,1.3335,1.6866,-56.75,1.0471,107
9,10,200,70,40,3431.77,81.16,1.3104,1.6547,-55.06,1.0462,87
10,10,200,65,40,3313.14,80.14,1.3006,1.6457,-57.79,1.0459,79
11,20,30,60,45,3257.9,79.65,1.2936,1.6294,-57.14,1.0455,75
12,8,200,70,40,2943.54,76.73,1.2678,1.6033,-55.9,1.0447,111
13,20,30,65,40,2837.83,75.69,1.2552,1.5872,-51.14,1.0441,231
14,25,150,60,40,2781.09,75.12,1.2535,1.5678,-55.78,1.0443,35
15,15,200,70,40,2774.8,75.05,1.2517,1.5756,-56.56,1.0441,63
16,20,50,65,40,2793.64,75.24,1.251,1.583,-58.51,1.044,138
17,12,100,55,45,2729.09,74.59,1.2471,1.5711,-55.35,1.0439,30
18,25,150,70,40,2681.86,74.1,1.2424,1.5531,-59.6,1.0438,57
19,20,50,70,40,2648.55,73.75,1.2364,1.5614,-58.51,1.0434,145
20,25,150,55,45,2534.95,72.53,1.2289,1.5331,-60.61,1.0436,8
21,20,30,70,40,2559.94,72.8,1.2268,1.5505,-52.51,1.0431,243
22,25,150,65,40,2532.1,72.5,1.2266,1.533,-61.38,1.0432,53
23,25,30,70,45,2546.26,72.65,1.2257,1.5414,-54.72,1.0431,81
24,5,150,65,40,2430.75,71.37,1.2146,1.536,-62.08,1.0427,153
25,20,30,70,45,2392.95,70.94,1.2088,1.5223,-57.14,1.0425,79
26,25,75,65,40,2375.0,70.74,1.2067,1.5225,-57.92,1.0424,81
27,25,30,65,45,2373.99,70.73,1.2066,1.5184,-54.72,1.0424,75
28,20,200,70,40,2289.64,69.74,1.1988,1.5146,-56.94,1.0422,51
29,15,200,60,45,2242.6,69.18,1.1941,1.5038,-57.42,1.0421,15
30,25,100,65,35,2190.37,68.54,1.1865,1.4867,-56.21,1.0417,115
31,25,30,65,40,2182.08,68.44,1.1835,1.4935,-55.16,1.0415,169
32,8,75,60,50,2141.95,67.95,1.1805,1.4833,-74.05,1.0415,19
33,10,50,70,45,2122.31,67.7,1.1757,1.4813,-60.03,1.0413,133
34,8,50,55,50,2014.56,66.32,1.162,1.4593,-61.01,1.0408,21
35,25,100,65,30,1978.72,65.84,1.1588,1.453,-56.31,1.0407,133
36,20,100,70,40,1960.02,65.59,1.1562,1.4507,-65.37,1.0406,77
37,10,200,65,45,1803.34,63.42,1.1339,1.4247,-60.0,1.0399,33
38,20,75,55,40,1763.54,62.85,1.1292,1.4173,-68.15,1.0399,33
39,20,100,65,40,1771.14,62.96,1.1287,1.4195,-65.37,1.0397,73
40,8,200,60,40,1751.98,62.68,1.1268,1.4155,-72.96,1.0397,73
41,8,150,70,40,1701.93,61.94,1.1177,1.4101,-63.57,1.0393,107
42,15,100,65,40,1699.25,61.9,1.1174,1.4056,-63.47,1.0393,101
43,15,200,70,35,1686.4,61.7,1.1156,1.403,-54.64,1.0392,96
44,15,200,70,45,1681.87,61.64,1.1151,1.402,-65.63,1.0392,19
45,15,200,65,45,1681.87,61.64,1.1151,1.402,-65.63,1.0392,19
46,25,30,70,40,1691.82,61.79,1.1145,1.4027,-56.11,1.0391,183
47,25,100,70,35,1657.65,61.27,1.1109,1.3905,-62.81,1.039,127
48,5,150,65,35,1645.98,61.09,1.1085,1.3959,-66.55,1.0389,204
49,8,200,65,45,1624.54,60.76,1.1057,1.39,-64.93,1.0389,51
50,12,100,70,40,1575.05,59.98,1.0969,1.3779,-60.69,1.0385,141
51,15,100,60,40,1573.71,59.96,1.0968,1.3781,-58.73,1.0385,85
52,25,75,65,35,1523.28,59.14,1.0866,1.3677,-56.56,1.0381,126
53,25,150,60,45,1504.04,58.83,1.0858,1.3565,-65.23,1.0382,17
54,10,200,70,35,1505.22,58.85,1.0849,1.3696,-51.95,1.0381,123
55,8,75,60,40,1496.32,58.7,1.0831,1.3671,-56.56,1.038,156
56,8,75,55,50,1486.36,58.53,1.0817,1.3632,-74.05,1.038,15
57,5,200,70,35,1485.39,58.52,1.0812,1.366,-68.88,1.038,199
58,20,50,60,40,1492.19,58.63,1.0811,1.3639,-56.14,1.0379,102
59,20,100,60,40,1476.28,58.37,1.0798,1.3559,-64.63,1.0379,65
60,15,50,65,40,1472.68,58.31,1.0774,1.3551,-61.98,1.0377,176
61,5,50,55,50,1468.4,58.23,1.0768,1.357,-75.09,1.0377,35
62,5,150,60,40,1412.89,57.29,1.0678,1.3504,-59.25,1.0375,115
63,25,75,65,45,1413.06,57.29,1.0666,1.3401,-54.92,1.0374,27
64,25,75,70,45,1404.05,57.13,1.0649,1.3379,-55.19,1.0373,29
65,5,200,70,45,1392.34,56.93,1.0642,1.3378,-70.5,1.0374,91
66,20,30,55,45,1396.12,56.99,1.0634,1.3408,-57.14,1.0372,57
67,25,150,70,45,1379.8,56.71,1.062,1.3273,-63.47,1.0373,17
68,25,75,60,35,1384.03,56.78,1.0611,1.3329,-54.21,1.0372,98
69,20,150,70,40,1353.91,56.25,1.0557,1.3317,-63.46,1.037,51
70,10,200,65,35,1342.3,56.04,1.0544,1.3294,-59.88,1.037,107
71,5,50,65,50,1344.54,56.08,1.0534,1.3257,-73.78,1.0369,45
72,5,50,60,50,1333.19,55.87,1.0511,1.3233,-73.78,1.0368,45
73,20,100,70,35,1324.4,55.71,1.0507,1.3217,-64.19,1.0369,133
74,15,50,60,40,1301.39,55.29,1.0446,1.317,-73.34,1.0366,148
75,25,150,65,45,1289.13,55.06,1.044,1.304,-65.7,1.0367,17
76,5,50,70,50,1281.59,54.92,1.0407,1.3096,-73.78,1.0364,45
77,5,200,65,35,1271.46,54.73,1.0405,1.309,-67.04,1.0366,175
78,15,150,65,40,1248.59,54.3,1.0354,1.2996,-70.17,1.0364,57
79,5,150,50,50,1206.53,53.49,1.0331,1.2687,-63.54,1.0372,18
80,20,100,65,35,1234.3,54.03,1.0321,1.2968,-66.49,1.0362,119
81,15,50,60,45,1231.47,53.97,1.0302,1.2901,-80.38,1.0361,75
82,10,200,70,45,1221.4,53.78,1.0296,1.2925,-74.34,1.0362,33
83,20,150,70,35,1222.51,53.8,1.0287,1.2904,-73.23,1.0361,104
84,8,150,65,40,1199.78,53.36,1.0245,1.2921,-61.97,1.0359,103
85,15,100,70,40,1190.82,53.18,1.0225,1.2813,-60.48,1.0359,105
86,12,200,60,50,1180.11,52.97,1.0212,1.2789,-77.2,1.0359,7
87,5,150,60,35,1179.02,52.94,1.0198,1.2849,-64.06,1.0358,144
88,12,200,65,50,1158.46,52.53,1.0157,1.2728,-77.2,1.0357,7
89,12,200,70,50,1158.46,52.53,1.0157,1.2728,-77.2,1.0357,7
90,12,200,70,40,1127.13,51.89,1.0084,1.2673,-64.36,1.0354,77
91,25,150,60,30,1122.99,51.81,1.0081,1.2656,-57.15,1.0354,60
92,5,150,50,40,1116.31,51.67,1.0072,1.2639,-54.33,1.0356,29
93,5,200,65,45,1114.93,51.64,1.0061,1.2625,-77.49,1.0354,83
94,10,200,70,50,1113.87,51.62,1.0054,1.2603,-77.72,1.0353,9
95,5,75,60,40,1110.82,51.55,1.004,1.2644,-62.63,1.0352,274
96,25,75,70,40,1107.88,51.49,1.0024,1.2634,-58.17,1.0351,91
97,5,30,55,50,1106.42,51.46,1.0021,1.2601,-77.2,1.0351,5
98,5,75,55,50,1080.97,50.92,0.9972,1.2627,-84.71,1.035,34
99,10,200,65,50,1077.95,50.86,0.9968,1.2503,-77.72,1.035,9
100,5,150,55,40,1077.83,50.86,0.9965,1.2576,-62.1,1.0349,65
101,8,100,60,40,1068.7,50.66,0.9942,1.2538,-58.09,1.0349,139
102,25,100,60,40,1063.06,50.54,0.993,1.2413,-65.1,1.0348,57
103,25,75,60,40,1062.63,50.53,0.9916,1.2435,-61.36,1.0347,72
104,15,50,70,40,1057.71,50.42,0.9901,1.2437,-76.22,1.0346,194
105,8,200,70,45,1043.52,50.12,0.9882,1.241,-77.09,1.0347,53
106,10,50,60,45,1038.03,49.99,0.9854,1.2369,-78.93,1.0345,125
107,15,50,65,45,1034.82,49.92,0.9846,1.2351,-63.95,1.0344,77
108,20,30,70,35,1034.39,49.91,0.9841,1.2452,-61.95,1.0344,329
109,10,50,70,40,1026.05,49.73,0.982,1.2394,-60.83,1.0343,284
110,12,50,65,45,1024.24,49.69,0.9819,1.2318,-59.97,1.0343,101
111,25,100,70,40,996.01,49.06,0.9759,1.225,-59.05,1.0342,65
112,12,100,65,40,995.82,49.05,0.9758,1.2252,-60.69,1.0342,133
113,25,100,70,30,990.15,48.92,0.9744,1.2184,-76.05,1.0341,159
114,5,75,60,50,981.3,48.72,0.972,1.2233,-84.35,1.0341,55
115,5,200,60,35,972.15,48.51,0.9702,1.2196,-76.94,1.0341,125
116,15,75,55,50,949.67,47.99,0.9701,1.187,-67.38,1.035,3
117,5,150,55,30,972.36,48.52,0.9696,1.2195,-61.22,1.034,80
118,10,50,60,40,977.39,48.63,0.9696,1.2246,-78.65,1.0339,222
119,8,200,70,50,959.43,48.22,0.9665,1.2118,-79.18,1.0339,23
120,10,150,60,50,958.91,48.2,0.9661,1.2149,-79.93,1.0339,15
121,5,150,70,40,960.23,48.23,0.9661,1.2175,-62.4,1.0338,171
122,12,100,55,40,945.32,47.88,0.9626,1.2082,-77.0,1.0337,46
123,10,75,60,50,941.22,47.79,0.9613,1.2072,-78.17,1.0337,7
124,20,50,70,35,937.03,47.69,0.9588,1.2082,-74.21,1.0335,214
125,25,75,70,35,935.8,47.66,0.9586,1.206,-65.59,1.0335,148
126,8,75,70,50,933.66,47.61,0.9581,1.2033,-74.05,1.0335,19
127,8,75,65,50,933.66,47.61,0.9581,1.2033,-74.05,1.0335,19
128,25,30,70,35,931.96,47.57,0.9574,1.2049,-79.2,1.0335,278
129,8,200,65,50,923.1,47.36,0.9565,1.1986,-79.32,1.0335,23
130,15,100,55,40,914.75,47.15,0.954,1.2015,-68.91,1.0334,33
131,12,200,70,45,912.57,47.1,0.9535,1.1962,-78.52,1.0334,33
132,20,200,55,45,902.95,46.87,0.9513,1.1931,-61.05,1.0334,14
133,20,100,70,30,903.43,46.88,0.9506,1.192,-64.65,1.0333,171
134,5,200,60,45,899.94,46.79,0.9504,1.1925,-80.37,1.0334,73
135,20,75,65,40,904.29,46.9,0.9498,1.1968,-60.94,1.0332,102
136,10,200,60,40,897.47,46.73,0.9497,1.1919,-75.24,1.0334,67
137,10,200,60,45,890.92,46.57,0.9479,1.1863,-79.92,1.0333,27
138,10,50,60,50,880.68,46.32,0.9431,1.1859,-77.82,1.033,15
139,10,50,65,50,871.92,46.1,0.9406,1.1826,-77.82,1.0329,15
140,10,50,70,50,871.92,46.1,0.9406,1.1826,-77.82,1.0329,15
141,15,200,65,40,867.57,45.99,0.9405,1.1796,-60.87,1.033,52
142,5,150,55,35,867.03,45.98,0.9401,1.1829,-59.68,1.0329,76
143,8,150,60,50,859.4,45.79,0.9379,1.1798,-80.27,1.0328,17
144,5,150,50,30,854.97,45.67,0.9378,1.1731,-56.31,1.0331,35
145,8,50,60,50,861.87,45.85,0.9376,1.1793,-79.13,1.0328,27
146,10,150,70,40,853.25,45.63,0.936,1.1739,-61.63,1.0328,97
147,25,100,55,35,850.03,45.55,0.9353,1.1724,-59.22,1.0328,34
148,10,50,65,45,853.68,45.64,0.935,1.1719,-79.17,1.0327,133
149,5,30,70,50,851.27,45.58,0.9344,1.1743,-77.2,1.0327,5
150,5,30,65,50,851.27,45.58,0.9344,1.1743,-77.2,1.0327,5
151,5,30,60,50,851.27,45.58,0.9344,1.1743,-77.2,1.0327,5
152,15,30,70,45,846.2,45.45,0.9328,1.177,-63.48,1.0326,95
153,10,100,60,40,834.72,45.15,0.9304,1.1729,-59.02,1.0326,117
154,15,30,70,40,838.61,45.25,0.9302,1.1754,-67.8,1.0325,271
155,25,150,60,35,826.63,44.94,0.9287,1.1619,-57.55,1.0326,54
156,8,50,65,50,831.49,45.07,0.9284,1.1676,-77.84,1.0325,27
157,8,200,55,40,823.39,44.86,0.9281,1.1643,-78.85,1.0328,44
158,8,50,70,50,827.39,44.96,0.9272,1.1659,-77.84,1.0324,27
159,25,200,65,45,820.55,44.78,0.9271,1.159,-72.8,1.0327,11
160,15,150,60,40,818.93,44.74,0.9269,1.1502,-86.88,1.0327,45
161,25,75,60,30,825.92,44.92,0.9267,1.166,-55.99,1.0324,112
162,10,50,55,50,818.3,44.72,0.9249,1.1629,-77.59,1.0324,11
163,25,75,60,45,817.65,44.71,0.9243,1.1564,-75.41,1.0323,27
164,15,100,65,35,814.02,44.61,0.924,1.1572,-69.13,1.0323,138
165,5,150,60,50,809.02,44.48,0.9225,1.1603,-75.73,1.0323,41
166,20,200,65,40,807.47,44.44,0.9222,1.1599,-72.44,1.0323,51
167,15,75,50,50,532.1,35.99,0.9205,1.0108,-50.08,1.0372,2
168,10,75,60,40,800.55,44.25,0.9197,1.1606,-61.44,1.0322,144
169,5,150,65,30,800.67,44.26,0.9196,1.1541,-71.42,1.0322,238
170,8,200,60,50,796.97,44.16,0.9194,1.1496,-79.39,1.0323,19
171,5,30,50,50,377.5,29.78,0.9192,0.8812,-35.03,1.0422,3
172,5,50,70,45,796.26,44.14,0.9171,1.155,-84.33,1.032,223
173,20,50,65,45,794.14,44.08,0.9168,1.1524,-74.16,1.032,38
174,20,150,65,40,791.49,44.01,0.9163,1.1511,-67.07,1.0321,47
175,12,75,70,35,788.52,43.93,0.9148,1.1484,-66.49,1.032,222
176,20,75,70,40,778.51,43.66,0.9117,1.1497,-60.5,1.0319,111
177,15,100,60,30,772.63,43.5,0.9109,1.1399,-69.55,1.0319,118
178,25,200,70,45,769.99,43.43,0.9101,1.1432,-72.8,1.0319,11
179,20,75,60,40,767.92,43.37,0.9083,1.1434,-61.57,1.0317,82
180,15,200,60,40,756.41,43.05,0.9061,1.1376,-59.0,1.0318,38
181,8,100,65,40,757.9,43.09,0.9058,1.1421,-65.74,1.0317,175
182,15,150,65,35,755.83,43.03,0.9054,1.134,-69.96,1.0317,91
183,12,50,60,40,750.75,42.89,0.9025,1.1365,-76.17,1.0315,186
184,20,150,60,50,749.14,42.85,0.9024,1.1328,-77.2,1.0316,1
185,20,150,70,50,749.14,42.85,0.9024,1.1328,-77.2,1.0316,1
186,20,150,65,50,749.14,42.85,0.9024,1.1328,-77.2,1.0316,1
187,25,200,60,50,736.91,42.5,0.8999,1.1218,-77.2,1.0317,1
188,25,200,65,50,736.91,42.5,0.8999,1.1218,-77.2,1.0317,1
189,25,50,55,50,735.33,42.46,0.8995,1.119,-77.2,1.0317,1
190,20,150,55,50,735.01,42.45,0.8994,1.1191,-77.2,1.0317,1
191,25,150,55,50,735.01,42.45,0.8994,1.1191,-77.2,1.0317,1
192,15,150,60,50,733.22,42.4,0.8988,1.1183,-77.2,1.0317,1
193,20,50,70,45,738.56,42.55,0.8985,1.1291,-74.16,1.0314,39
194,12,30,55,50,738.0,42.53,0.8984,1.1284,-77.2,1.0314,1
195,15,30,55,50,738.0,42.53,0.8984,1.1284,-77.2,1.0314,1
196,10,30,70,50,736.94,42.5,0.898,1.1282,-77.2,1.0314,1
197,10,30,65,50,736.94,42.5,0.898,1.1282,-77.2,1.0314,1
198,10,30,60,50,736.94,42.5,0.898,1.1282,-77.2,1.0314,1
199,10,30,55,50,736.94,42.5,0.898,1.1282,-77.2,1.0314,1
200,20,30,55,50,736.21,42.48,0.8977,1.1278,-77.2,1.0314,1
201,20,30,70,50,736.21,42.48,0.8977,1.1278,-77.2,1.0314,1
202,20,50,70,50,736.21,42.48,0.8977,1.1278,-77.2,1.0314,1
203,20,50,65,50,736.21,42.48,0.8977,1.1278,-77.2,1.0314,1
204,20,30,60,50,736.21,42.48,0.8977,1.1278,-77.2,1.0314,1
205,20,50,60,50,736.21,42.48,0.8977,1.1278,-77.2,1.0314,1
206,20,30,65,50,736.21,42.48,0.8977,1.1278,-77.2,1.0314,1
207,20,50,55,50,736.21,42.48,0.8977,1.1278,-77.2,1.0314,1
208,15,20,60,50,735.85,42.47,0.8976,1.1278,-77.2,1.0314,3
209,15,20,55,50,735.85,42.47,0.8976,1.1278,-77.2,1.0314,3
210,15,20,70,50,735.85,42.47,0.8976,1.1278,-77.2,1.0314,3
211,15,20,65,50,735.85,42.47,0.8976,1.1278,-77.2,1.0314,3
212,12,50,65,40,735.97,42.48,0.8975,1.1283,-58.99,1.0313,218
213,20,100,65,30,732.9,42.39,0.8975,1.1259,-68.51,1.0314,145
214,20,75,60,50,735.24,42.46,0.8974,1.1271,-77.2,1.0314,1
215,25,30,65,50,735.24,42.46,0.8974,1.1271,-77.2,1.0314,1
216,20,75,70,50,735.24,42.46,0.8974,1.1271,-77.2,1.0314,1
217,20,75,65,50,735.24,42.46,0.8974,1.1271,-77.2,1.0314,1
218,25,50,70,50,735.24,42.46,0.8974,1.1271,-77.2,1.0314,1
219,25,50,65,50,735.24,42.46,0.8974,1.1271,-77.2,1.0314,1
220,25,50,60,50,735.24,42.46,0.8974,1.1271,-77.2,1.0314,1
221,25,30,60,50,735.24,42.46,0.8974,1.1271,-77.2,1.0314,1
222,25,30,70,50,735.24,42.46,0.8974,1.1271,-77.2,1.0314,1
223,25,75,60,50,734.96,42.45,0.8973,1.127,-77.2,1.0314,1
224,25,75,70,50,734.96,42.45,0.8973,1.127,-77.2,1.0314,1
225,25,75,65,50,734.96,42.45,0.8973,1.127,-77.2,1.0314,1
226,12,30,60,50,733.82,42.41,0.8969,1.1268,-77.2,1.0313,1
227,12,30,65,50,733.82,42.41,0.8969,1.1268,-77.2,1.0313,1
228,12,30,70,50,733.82,42.41,0.8969,1.1268,-77.2,1.0313,1
229,12,20,65,50,732.87,42.39,0.8966,1.1265,-77.2,1.0313,3
230,12,20,55,50,732.87,42.39,0.8966,1.1265,-77.2,1.0313,3
231,12,20,60,50,732.87,42.39,0.8966,1.1265,-77.2,1.0313,3
232,12,20,70,50,732.87,42.39,0.8966,1.1265,-77.2,1.0313,3
233,15,30,70,50,732.44,42.38,0.8964,1.1262,-77.2,1.0313,1
234,15,30,60,50,732.44,42.38,0.8964,1.1262,-77.2,1.0313,1
235,15,30,65,50,732.44,42.38,0.8964,1.1262,-77.2,1.0313,1
236,25,75,55,45,726.24,42.2,0.8959,1.1247,-77.87,1.0314,17
237,20,75,65,35,728.79,42.27,0.8951,1.1296,-65.23,1.0313,156
238,10,20,55,50,728.35,42.26,0.895,1.1246,-77.42,1.0313,3
239,10,20,70,50,728.35,42.26,0.895,1.1246,-77.42,1.0313,3
240,10,20,65,50,728.35,42.26,0.895,1.1246,-77.42,1.0313,3
241,10,20,60,50,728.35,42.26,0.895,1.1246,-77.42,1.0313,3
242,12,100,60,50,725.27,42.17,0.8949,1.1253,-75.71,1.0313,11
243,5,150,60,30,725.84,42.19,0.8949,1.1238,-72.99,1.0313,160
244,12,30,70,45,725.7,42.18,0.8939,1.1295,-62.37,1.0312,171
245,15,50,70,50,724.66,42.15,0.8938,1.1229,-77.2,1.0312,5
246,15,50,65,50,724.66,42.15,0.8938,1.1229,-77.2,1.0312,5
247,25,75,55,50,719.09,41.99,0.8934,1.117,-77.2,1.0314,1
248,20,200,55,50,715.18,41.88,0.892,1.1155,-77.2,1.0313,1
249,8,30,55,50,718.49,41.98,0.8916,1.1202,-77.43,1.0312,5
250,25,150,60,50,713.1,41.82,0.8913,1.1147,-77.2,1.0313,1
251,15,200,60,50,712.63,41.81,0.8911,1.1144,-77.2,1.0313,1
252,20,200,60,50,711.79,41.78,0.8908,1.1141,-77.2,1.0313,1
253,10,150,60,35,712.98,41.82,0.8906,1.1171,-63.31,1.0312,87
254,8,30,70,50,714.14,41.85,0.8901,1.1185,-77.43,1.0311,5
255,8,30,65,50,714.14,41.85,0.8901,1.1185,-77.43,1.0311,5
256,5,150,50,35,708.33,41.68,0.89,1.1143,-53.96,1.0314,33
257,5,50,65,45,714.45,41.86,0.8899,1.1197,-80.87,1.0311,223
258,5,150,65,50,710.73,41.75,0.8898,1.1188,-71.92,1.0311,45
259,15,75,65,50,711.79,41.78,0.8893,1.117,-77.79,1.0311,3
260,15,75,70,50,711.79,41.78,0.8893,1.117,-77.79,1.0311,3
261,25,30,55,50,709.56,41.72,0.889,1.1145,-77.2,1.0311,1
262,10,150,70,50,706.03,41.61,0.8882,1.113,-76.89,1.0311,15
263,10,100,55,50,702.75,41.52,0.887,1.1123,-77.2,1.031,1
264,10,100,70,50,702.75,41.52,0.887,1.1123,-77.2,1.031,1
265,10,100,65,50,702.75,41.52,0.887,1.1123,-77.2,1.031,1
266,10,100,60,50,702.75,41.52,0.887,1.1123,-77.2,1.031,1
267,5,75,55,40,702.63,41.51,0.8868,1.118,-75.91,1.031,140
268,8,30,60,50,704.8,41.58,0.8868,1.1142,-77.43,1.031,5
269,25,100,60,50,701.76,41.49,0.8867,1.1119,-77.2,1.031,1
270,25,100,65,50,701.76,41.49,0.8867,1.1119,-77.2,1.031,1
271,25,100,70,50,701.76,41.49,0.8867,1.1119,-77.2,1.031,1
272,20,100,60,50,699.44,41.42,0.8859,1.1108,-77.2,1.031,1
273,20,100,70,50,699.44,41.42,0.8859,1.1108,-77.2,1.031,1
274,20,100,65,50,699.44,41.42,0.8859,1.1108,-77.2,1.031,1
275,5,20,60,50,701.72,41.49,0.8857,1.1127,-78.58,1.0309,35
276,25,100,55,50,698.51,41.39,0.8856,1.1097,-77.2,1.031,1
277,20,100,55,50,698.51,41.39,0.8856,1.1097,-77.2,1.031,1
278,15,50,60,50,700.34,41.45,0.8852,1.1122,-77.2,1.0309,5
279,12,75,70,40,699.93,41.43,0.8849,1.112,-70.9,1.0309,152
280,15,20,70,40,699.5,41.42,0.8843,1.1268,-64.37,1.0308,465
281,20,200,65,50,694.5,41.27,0.8842,1.1076,-77.2,1.031,1
282,15,200,65,50,694.5,41.27,0.8842,1.1076,-77.2,1.031,1
283,15,200,70,50,694.5,41.27,0.8842,1.1076,-77.2,1.031,1
284,20,200,70,50,694.5,41.27,0.8842,1.1076,-77.2,1.031,1
285,25,150,65,50,693.12,41.23,0.8837,1.1069,-77.2,1.031,1
286,25,150,70,50,693.12,41.23,0.8837,1.1069,-77.2,1.031,1
287,10,200,70,30,693.48,41.24,0.8837,1.1096,-77.09,1.0309,152
288,15,150,70,50,692.42,41.21,0.8835,1.1066,-77.2,1.0309,1
289,15,150,65,50,692.42,41.21,0.8835,1.1066,-77.2,1.0309,1
290,5,200,65,30,691.85,41.19,0.8834,1.1081,-75.41,1.031,195
291,25,200,70,50,690.95,41.17,0.8829,1.106,-77.2,1.0309,1
292,5,20,70,50,692.5,41.21,0.8824,1.1085,-78.83,1.0308,35
293,5,20,65,50,692.5,41.21,0.8824,1.1085,-78.83,1.0308,35
294,12,100,55,35,686.92,41.05,0.8815,1.1025,-75.85,1.0309,52
295,15,100,65,50,683.86,40.96,0.8802,1.1036,-77.61,1.0308,7
296,15,100,70,50,683.86,40.96,0.8802,1.1036,-77.61,1.0308,7
297,25,100,65,40,682.41,40.91,0.8797,1.1026,-64.5,1.0308,63
298,10,50,70,35,686.41,41.03,0.8796,1.1128,-67.45,1.0307,406
299,15,150,70,40,681.57,40.89,0.8794,1.1055,-70.17,1.0308,63
300,15,75,60,50,680.64,40.86,0.8791,1.1023,-77.79,1.0308,3
301,15,100,65,30,680.61,40.86,0.8789,1.1013,-65.27,1.0307,170
302,10,75,55,50,665.96,40.41,0.8777,1.0812,-78.83,1.0314,7
303,8,50,60,40,677.55,40.77,0.8768,1.1046,-79.89,1.0306,262
304,10,100,70,40,673.33,40.64,0.8762,1.1027,-67.71,1.0306,157
305,12,30,65,45,674.24,40.67,0.8756,1.1068,-61.26,1.0306,171
306,5,75,55,30,664.89,40.38,0.8731,1.098,-75.13,1.0305,152
307,12,100,60,40,664.59,40.37,0.8731,1.0947,-57.26,1.0305,101
308,12,100,65,50,664.06,40.36,0.8729,1.0978,-77.13,1.0305,13
309,25,150,70,30,661.07,40.26,0.8719,1.0909,-72.12,1.0305,120
310,15,100,60,50,660.94,40.26,0.8718,1.0927,-77.38,1.0305,7
311,12,50,60,45,662.06,40.29,0.8713,1.0906,-80.2,1.0304,101
312,12,150,65,40,657.79,40.16,0.8705,1.0934,-66.6,1.0304,87
313,12,100,55,50,657.1,40.14,0.8703,1.0959,-71.96,1.0305,10
314,20,75,55,50,645.69,39.79,0.87,1.0683,-77.2,1.0311,1
315,10,75,70,50,657.52,40.15,0.8696,1.0925,-78.17,1.0304,7
316,10,75,65,50,657.52,40.15,0.8696,1.0925,-78.17,1.0304,7
317,12,150,65,50,652.68,40.0,0.8686,1.0879,-77.83,1.0304,11
318,12,150,70,50,652.68,40.0,0.8686,1.0879,-77.83,1.0304,11
319,12,100,55,30,651.74,39.98,0.8684,1.0865,-71.55,1.0304,54
320,12,75,70,50,650.76,39.95,0.867,1.0882,-78.93,1.0303,5
321,12,200,65,45,644.6,39.75,0.8656,1.0886,-72.71,1.0303,33
322,15,50,70,45,646.0,39.8,0.8652,1.0842,-76.82,1.0302,79
323,10,150,65,50,643.46,39.72,0.8651,1.0839,-78.69,1.0303,15
324,12,20,50,50,622.04,39.04,0.8648,1.0452,-77.2,1.0316,3
325,25,150,70,35,641.18,39.65,0.8644,1.0796,-66.61,1.0303,90
326,12,100,70,50,641.6,39.66,0.8643,1.0872,-77.13,1.0302,13
327,10,150,65,40,639.39,39.59,0.8635,1.0817,-67.01,1.0302,95
328,12,150,60,50,639.07,39.58,0.8634,1.0817,-77.94,1.0302,11
329,12,30,60,45,639.94,39.61,0.8627,1.0876,-69.57,1.0301,159
330,5,200,60,30,636.03,39.48,0.8626,1.0829,-77.7,1.0302,135
331,8,75,60,35,631.76,39.35,0.8604,1.0845,-76.27,1.0301,192
332,8,20,60,50,628.77,39.25,0.8586,1.0785,-78.62,1.03,21
333,8,50,70,45,624.65,39.12,0.8568,1.0776,-76.61,1.0299,137
334,8,150,70,30,621.8,39.03,0.8565,1.0744,-78.25,1.0299,209
335,15,30,60,45,617.58,38.89,0.8541,1.074,-71.16,1.0298,85
336,8,200,65,35,615.21,38.82,0.854,1.0725,-73.19,1.0299,140
337,8,150,70,35,614.47,38.79,0.8536,1.0691,-69.06,1.0298,159
338,5,200,70,30,613.21,38.75,0.853,1.0726,-70.55,1.0298,241
339,15,75,65,35,615.11,38.81,0.853,1.0738,-59.12,1.0298,176
340,20,75,70,45,612.05,38.72,0.8519,1.073,-64.64,1.0297,37
341,20,150,65,35,610.61,38.67,0.8517,1.0648,-75.09,1.0298,90
342,20,75,55,45,603.34,38.43,0.85,1.0648,-72.39,1.0299,20
343,10,50,65,40,603.89,38.45,0.8484,1.0691,-81.86,1.0296,270
344,15,100,55,50,600.65,38.34,0.8482,1.0651,-74.79,1.0297,7
345,8,20,65,50,601.55,38.37,0.8477,1.0647,-79.42,1.0296,21
346,8,20,70,50,601.55,38.37,0.8477,1.0647,-79.42,1.0296,21
347,12,150,70,40,596.25,38.2,0.8462,1.0637,-64.84,1.0296,95
348,5,75,55,35,589.85,37.99,0.8436,1.0613,-77.77,1.0295,152
